title,author,author_company,repo,number,closed,created_at,closed_at,updated_at,labels,thumbs_up,thumbs_down
Dashboards:  Dashboard variables -> Query variable -> Query options Label filters not working on v11.5.1,zhxjdwh,,grafana/grafana,100871,true,2025-02-18 12:15:37,2025-02-19 05:26:35,2025-03-06 03:24:21,"type/bug, datasource/Prometheus, type/regression, automated-triage, area/dashboard/variable",92,8
GraphQL requests do not include query/mutation information,deepcrawltech,,grafana/faro-web-sdk,978,false,2025-02-18 12:14:29,,2025-02-18 13:12:10,bug,50,50
Config: Add custom User Agent support,AgnesToulet,,grafana/grafana-image-renderer,603,false,2025-02-18 10:10:39,,2025-02-18 10:10:39,,30,70
Rule preview has requests that aren't present in test script,going-confetti,@grafana,grafana/k6-studio,498,false,2025-02-18 09:47:15,,2025-02-18 09:47:15,"bug, needs-triage",33,67
[resource] grafana_data_source: PDC link ignored,ppodevlabs,,grafana/terraform-provider-grafana,2037,true,2025-02-18 09:09:05,2025-02-18 10:30:14,2025-02-18 10:31:32,,92,8
Gracefull shutdown,olegbespalov,Grafana Labs,grafana/k6build,149,true,2025-02-18 08:50:29,2025-02-20 15:19:14,2025-02-20 15:19:14,enhancement,54,46
[Feature Request] Add possibility to disable backdrop-filter,SebastianThorn,@Sjofartsverket ,grafana/grafana,100859,false,2025-02-18 08:47:34,,2025-02-25 13:34:44,"type/feature-request, type/performance, area/frontend/library-panels, automated-triage",66,34
[loki] issue upgrading from 6.26.0 to 6.27.0,lpaturel,,grafana/helm-charts,3572,false,2025-02-18 08:25:17,,2025-02-18 08:25:17,,24,76
Render image failed with Browser console error,Huimintai,Tencent Cloud,grafana/grafana-image-renderer,601,false,2025-02-18 07:03:52,,2025-02-25 01:30:00,type/question,32,68
Does Beyla 2.0 support sending traces directly to Tempo on port 4318?,trungtien,,grafana/beyla,1671,false,2025-02-18 06:47:31,,2025-02-26 08:04:16,,54,46
[Feature Request]: Make dashboard links as library elements as well,markmarkmarkthebest,,grafana/grafana,100851,false,2025-02-18 05:27:56,,2025-02-18 05:31:11,"type/feature-request, area/dashboard/links, area/frontend/library-panels, automated-triage",41,59
Increase Accuracy in native histogram mode,ameetpal,,grafana/k6,4579,false,2025-02-18 03:35:06,,2025-02-21 10:13:48,"triage, area: prometheusrw",97,3
Helm: Invalid ClusterRoleBinding in provisioner,ryandub,,grafana/loki,16330,false,2025-02-17 23:55:34,,2025-03-11 19:26:05,"area/helm, type/bug",90,10
Search for value of structured_metadata without knowing the structured_metadata (label) name.,Nachtfalkeaw,,grafana/loki,16329,false,2025-02-17 21:28:22,,2025-03-11 19:25:50,"type/feature, area/logql, area/structured metadata",73,27
Existed dashboard disappear randomly in search or list page,softengineer,2Degrees NZ,grafana/grafana,100849,false,2025-02-17 21:00:44,,2025-03-17 09:56:17,"type/bug, area/search, area/backend/db, automated-triage",98,2
Documentation feedback: /docs/sources/mimir/manage/run-production-environment/planning-capacity.md,jonathancampbell-wk,,grafana/mimir,10677,false,2025-02-17 20:30:13,,2025-02-18 14:49:12,type/docs,18,82
Use standard location for binary cache,pablochacin,grafana labs,grafana/k6provider,61,true,2025-02-17 20:04:35,2025-02-19 18:39:11,2025-02-19 18:39:11,enhancement,35,65
NTLM Authentication,jeffriechers,,grafana/grafana-infinity-datasource,1155,true,2025-02-17 18:29:07,2025-02-24 10:15:12,2025-02-24 10:15:15,,25,75
No kubelet metrics using GKE autopilot Grafana Cloud presets,etienne-napoleone,@initia-labs,grafana/k8s-monitoring-helm,1247,true,2025-02-17 16:51:38,2025-02-20 16:48:49,2025-02-20 16:48:49,,83,17
Front-end RUM analytics (RED metrics) for Tempo queries,alexbikfalvi,@grafana,grafana/traces-drilldown,336,true,2025-02-17 16:05:48,2025-03-11 12:45:28,2025-03-11 12:45:28,GA,31,69
Please update prometheus.exporter.oracledb to use exporter fork supported by Oracle,frozb,,grafana/alloy,2740,false,2025-02-17 15:51:16,,2025-02-17 15:51:16,enhancement,37,63
"Grafana 11.5.1: some dashboards cannot be loaded, browser crashes",drook,,grafana/grafana,100821,false,2025-02-17 15:29:33,,2025-03-05 09:51:38,"type/performance, area/dashboard/folders, type/regression, automated-triage",39,61
Investigate why WebCrypto platfrom test don't fail if we modify them for failure,olegbespalov,Grafana Labs,grafana/k6,4555,false,2025-02-17 15:18:24,,2025-02-17 15:19:34,"bug, tests, evaluation needed, area: webcrypto",32,68
Selective Metric Export & Configurable Default Attributes,polartulip,,grafana/k6,4570,false,2025-02-17 14:33:22,,2025-02-20 15:19:56,"wontfix, area: opentelemetry",62,38
@grafana/faro-web-tracing causes crashing on Safari v15,sepehr-ahold,Ahold Delhaize,grafana/faro-web-sdk,976,false,2025-02-17 13:39:21,,2025-02-25 09:08:27,bug,46,54
--with does not accept references to branches,pablochacin,grafana labs,grafana/xk6,139,true,2025-02-17 13:36:10,2025-02-17 14:32:06,2025-02-17 14:32:06,bug,34,66
Dependency Dashboard,,,grafana/sm-renovate,540,true,2025-02-17 12:34:41,2025-02-17 13:12:08,2025-02-17 13:12:08,,24,76
Playlists stop automatically and at random,moonknights07,,grafana/grafana-kiosk,168,false,2025-02-17 12:26:49,,2025-02-17 12:26:49,,58,42
"loki.process - stage.cri and stage.docker trigger ""extracted data did not contain output source"" debug logs",PieterScheffers,Pidz,grafana/alloy,2738,false,2025-02-17 12:19:29,,2025-02-21 09:43:11,bug,30,70
Version Pinning Review Found Expired Pinned Versions,,,grafana/runner-images,139,false,2025-02-17 12:08:02,,2025-02-17 12:08:02,,60,40
"New Feature: Add a ""Recommendation"" category for validator",academo,Grafana Labs,grafana/plugin-validator,308,true,2025-02-17 12:04:34,2025-02-24 08:31:20,2025-02-24 08:31:23,,22,78
k6build_build_duration_seconds metric is not reported,pablochacin,grafana labs,grafana/k6build,145,true,2025-02-17 11:29:29,2025-02-17 13:50:10,2025-02-17 13:50:10,bug,75,25
Combobox: Support images in options,tskarhed,Grafana Labs,grafana/grafana,100805,false,2025-02-17 11:12:47,,2025-02-17 11:14:14,"area/frontend, area/grafana/ui",26,74
Dashboards: Template Variables break when interpolated with queries,loknath2002,,grafana/grafana,100804,false,2025-02-17 11:11:02,,2025-02-21 12:10:48,"type/bug, area/dashboard/templating, needs more info, datasource/MySQL, team/grafana-dashboards, automated-triage, area/dashboard/variable",99,1
Improve analyze labels when no auth is activated.,cyriltovena,@grafana ,grafana/loki,16318,false,2025-02-17 10:37:16,,2025-02-17 10:52:28,area/ui,91,9
Process metrics dashboards is broken,mariomac,Grafana Labs,grafana/beyla,1670,true,2025-02-17 10:29:31,2025-02-18 09:29:02,2025-02-18 09:29:02,bug,0,100
Exclude external IPs from service Graph metrics,mariomac,Grafana Labs,grafana/beyla,1669,false,2025-02-17 10:07:50,,2025-02-19 15:52:04,,7,93
Support EKS Pod Identity feature for Grafana CloudWatch Data Source,RamazanKara,Otto,grafana/grafana,100801,true,2025-02-17 09:50:05,2025-02-17 10:26:17,2025-03-03 07:14:30,"type/feature-request, datasource/CloudWatch, team/grafana-aws-datasources, automated-triage",62,38
Document k6build metrics,pablochacin,grafana labs,grafana/k6build,144,false,2025-02-17 09:06:00,,2025-02-17 09:06:00,documentation,90,10
"""too short binary"" error while using Explore Logs with Multi-Tenant Loki. ",akshaykrjain,@nepworldwide ,grafana/loki,16315,false,2025-02-17 08:42:43,,2025-03-11 19:23:30,Logs Drilldown,72,28
Flaky `Test_Concurrency` in the query backend client package,kolesnikovae,,grafana/pyroscope,3923,false,2025-02-17 08:41:48,,2025-02-17 08:41:48,tests,79,21
Dashboard Editor: Cursor randomly jumping to the end of the line,DutchEllie,,grafana/grafana,100798,true,2025-02-17 08:38:33,2025-02-24 10:33:01,2025-02-24 10:33:29,"type/bug, datasource/Prometheus, area/editor, team/grafana-dashboards, area/dashboard/edit, automated-triage",83,17
Dependency Dashboard,,,grafana/sm-renovate,538,true,2025-02-17 08:34:30,2025-02-17 13:12:07,2025-02-17 13:12:07,,34,66
"The distributor's queue is full when pushing metrics, but the metrics generator reports zero active series.",edgarkz,,grafana/tempo,4715,true,2025-02-17 07:59:05,2025-02-25 08:34:13,2025-02-25 08:34:16,,76,24
"Fields ""filter for value"" does not work in the ""Logs"" type panel.",dezzzm,,grafana/clickhouse-datasource,1169,false,2025-02-17 07:17:38,,2025-03-11 17:37:42,"type/bug, datasource/ClickHouse, waiting-on-clickhouse",10,90
Dependency Dashboard,,,grafana/sm-renovate,537,true,2025-02-17 04:32:57,2025-02-17 13:12:07,2025-02-17 13:12:07,,21,79
Unsupported json/dynamic serialization,kurayama,@uphold ,grafana/clickhouse-datasource,1168,true,2025-02-17 00:53:12,2025-02-25 00:22:12,2025-02-25 00:22:12,"type/bug, datasource/ClickHouse",74,26
Dependency Dashboard,,,grafana/sm-renovate,536,true,2025-02-17 00:39:36,2025-02-17 13:12:07,2025-02-17 13:12:07,,26,74
Dependency Dashboard,,,grafana/sm-renovate,534,true,2025-02-16 20:27:44,2025-02-17 13:12:06,2025-02-17 13:12:06,,5,95
"Tempo - Upgrade deps with github.com/aws/aws-sdk-go (v1) before end-of-support July 31, 2025 / fix CVE-2020-8911 + CVE-2020-8912",rgoltz,@dbsystel,grafana/tempo,4706,false,2025-02-16 20:09:51,,2025-02-25 22:05:59,"help wanted, area/storage",30,70
"Loki - Upgrade deps with github.com/aws/aws-sdk-go (v1) before end-of-support July 31, 2025 / fix CVE-2020-8911 + CVE-2020-8912",rgoltz,@dbsystel,grafana/loki,16309,false,2025-02-16 20:05:07,,2025-03-11 19:20:23,"provider/aws, dependencies",88,12
Dashboard: Panels' titles visible only on hover,szerwi,,grafana/grafana,100794,true,2025-02-16 18:11:55,2025-02-16 18:42:54,2025-02-16 18:43:10,"type/bug, type/ux, area/frontend/library-panels, team/grafana-dashboards, area/dashboards/panel, automated-triage",70,30
Dependency Dashboard,,,grafana/sm-renovate,533,true,2025-02-16 16:29:26,2025-02-17 13:12:05,2025-02-17 13:12:06,,71,29
Dependency Dashboard,,,grafana/sm-renovate,532,true,2025-02-16 12:34:18,2025-02-17 13:12:05,2025-02-17 13:12:05,,2,98
"Grafana - Upgrade deps with github.com/aws/aws-sdk-go (v1) before end-of-support July 31, 2025 / fix CVE-2020-8911 + CVE-2020-8912",rgoltz,@dbsystel,grafana/grafana,100793,false,2025-02-16 11:08:37,,2025-03-09 17:37:14,"area/security, area/backend, type/debt, automated-triage",93,7
"Got ""panic: can't fork 0 joiners"" if not in debug mode",hongbo-miao,Archer Aviation | www.archer.com,grafana/beyla,1667,true,2025-02-16 10:34:50,2025-02-18 14:32:20,2025-02-18 19:51:46,,61,39
Dependency Dashboard,,,grafana/sm-renovate,531,true,2025-02-16 08:29:13,2025-02-17 13:12:05,2025-02-17 13:12:05,,65,35
Authentication: Signout does not work when using Auth proxy,ishanjain28,,grafana/grafana,100792,false,2025-02-16 08:01:26,,2025-02-24 11:10:34,"type/bug, area/auth, area/frontend/login, automated-triage",45,55
Dependency Dashboard,,,grafana/sm-renovate,530,true,2025-02-16 04:29:30,2025-02-17 13:12:04,2025-02-17 13:12:04,,99,1
Auto sizing does not utilize all available space of the panel,MA-MacDonald,,grafana/grafana-polystat-panel,433,false,2025-02-16 03:25:14,,2025-02-18 02:49:20,"enhancement, no stalebot",24,76
Dependency Dashboard,,,grafana/sm-renovate,529,true,2025-02-16 00:38:08,2025-02-17 13:12:04,2025-02-17 13:12:04,,47,53
